Date,^GSPC,^IXIC,^DJI,^RUT,^VIX,AAPL,MSFT,AMZN,GOOGL,TSLA,AAL,UAL,MAR,XOM,CVX,JPM,GS,GLD,TLT
2020-01-22,3321.75,9383.76953125,29186.26953125,1684.4599609375,12.90999984741211,76.65445709228516,157.62351989746094,94.37300109863281,73.6852798461914,37.97066879272461,27.219409942626953,83.33999633789062,138.76145935058594,50.85375213623047,87.35559844970703,116.57954406738281,215.2830047607422,146.7899932861328,118.81111145019531
2020-01-23,3325.5400390625,9402.48046875,29160.08984375,1685.010009765625,12.979999542236328,77.02362823486328,158.5938262939453,94.22899627685547,73.72599792480469,38.14666748046875,28.693960189819336,84.87999725341797,139.57028198242188,50.53586196899414,87.51033782958984,116.46016693115234,214.0020294189453,147.1199951171875,119.64302825927734
2020-01-24,3295.469970703125,9314.91015625,28989.73046875,1662.22998046875,14.5600004196167,76.80164337158203,156.99566650390625,93.08200073242188,72.80635833740234,37.654666900634766,27.538230895996094,81.9000015258789,135.7767333984375,50.19527816772461,86.54318237304688,113.56869506835938,210.8126678466797,147.97999572753906,120.61075592041016
2020-01-27,3243.6298828125,9139.3095703125,28535.80078125,1644.1400146484375,18.229999542236328,74.54325866699219,154.3701934814453,91.41699981689453,71.09615325927734,37.201332092285156,26.013866424560547,77.62999725341797,132.8690185546875,48.999427795410156,85.41349792480469,112.61338806152344,207.51870727539062,148.99000549316406,122.48683166503906
2020-01-28,3276.239990234375,9269.6796875,28722.849609375,1658.31005859375,16.280000686645508,76.65203857421875,157.39523315429688,92.6624984741211,72.0282211303711,37.793331146240234,26.80095672607422,77.05000305175781,135.9982147216797,48.93132019042969,85.97833251953125,114.66046142578125,211.3877716064453,147.66000366210938,121.52752685546875
2020-01-29,3273.39990234375,9275.16015625,28734.44921875,1649.219970703125,16.389999389648438,78.2565689086914,159.8494415283203,92.9000015258789,72.33609008789062,38.732666015625,26.701324462890625,75.20999908447266,137.30764770507812,48.52260208129883,85.39803314208984,114.4898452758789,209.2440948486328,148.4600067138672,122.71597290039062
2020-01-30,3283.659912109375,9298.9296875,28859.439453125,1648.219970703125,15.489999771118164,78.14315795898438,164.35845947265625,93.53399658203125,72.21443939208984,42.72066879272461,27.617937088012695,77.75,137.9815673828125,49.037269592285156,86.19500732421875,115.90573120117188,212.73846435546875,148.47000122070312,122.73294830322266
2020-01-31,3225.52001953125,9150.9404296875,28256.029296875,1614.06005859375,18.84000015258789,74.67838287353516,161.9327392578125,100.43599700927734,71.14828491210938,43.371334075927734,26.741178512573242,74.80000305175781,134.85243225097656,47.01643753051758,82.89884185791016,112.89484405517578,207.17884826660156,149.3300018310547,123.85348510742188
2020-02-03,3248.919921875,9273.400390625,28399.810546875,1632.2099609375,17.969999313354492,74.47329711914062,165.8804473876953,100.20999908447266,73.6222152709961,52.0,27.059999465942383,74.91000366210938,136.2196502685547,45.964393615722656,82.23344421386719,113.75634002685547,208.2768096923828,148.36000061035156,123.7531967163086
2020-02-04,3297.590087890625,9467.9697265625,28807.630859375,1656.77001953125,16.049999237060547,76.93191528320312,171.3406219482422,102.4834976196289,71.77545166015625,59.137332916259766,28.43000030517578,78.88999938964844,141.9195098876953,45.38917541503906,82.67446899414062,115.39395904541016,210.83009338378906,146.42999267578125,122.08659362792969
2020-02-05,3334.68994140625,9508.6796875,29290.849609375,1681.9200439453125,15.149999618530273,77.55925750732422,171.13136291503906,101.99349975585938,71.8072280883789,48.97999954223633,29.100000381469727,81.8499984741211,142.21798706054688,47.47813415527344,85.3283920288086,117.35569763183594,212.88661193847656,146.61000061035156,120.75164794921875
2020-02-06,3345.780029296875,9572.150390625,29379.76953125,1677.4599609375,14.960000038146973,78.46646881103516,174.6795654296875,102.5114974975586,73.29299926757812,49.930667877197266,28.299999237060547,80.5,140.78338623046875,46.834800720214844,84.71713256835938,117.37281036376953,210.72549438476562,147.39999389648438,121.2957763671875
2020-02-07,3327.7099609375,9520.509765625,29102.509765625,1656.780029296875,15.470000267028809,77.39990997314453,174.92689514160156,103.96399688720703,73.44891357421875,49.871334075927734,28.3799991607666,79.4800033569336,138.71334838867188,46.524478912353516,84.29158020019531,116.99748992919922,207.3966827392578,147.7899932861328,122.80940246582031
2020-02-10,3352.090087890625,9628.3896484375,29276.8203125,1667.6700439453125,15.039999961853027,77.76750946044922,179.50247192382812,106.69550323486328,74.91629028320312,51.41866683959961,28.790000915527344,79.47000122070312,140.3115997314453,46.03313446044922,84.94926452636719,117.483642578125,206.83900451660156,148.1699981689453,123.14947509765625
2020-02-11,3357.75,9638.9404296875,29276.33984375,1677.510009765625,15.180000305175781,77.29833221435547,175.4500732421875,107.54000091552734,74.98582458496094,51.62533187866211,29.84000015258789,80.52999877929688,141.71734619140625,46.47073745727539,86.04798126220703,117.70542907714844,206.05471801757812,147.66000366210938,122.52874755859375
2020-02-12,3379.449951171875,9725.9599609375,29551.419921875,1689.3800048828125,13.739999771118164,79.13398742675781,175.7069549560547,108.0,75.411376953125,51.15266799926758,30.469999313354492,82.19999694824219,145.17388916015625,47.03886413574219,86.690185546875,117.70542907714844,207.9630889892578,147.5399932861328,121.90802764892578
