Date,GE
2001-01-11,122.2088623046875
2001-01-12,119.91230773925781
2001-01-16,124.34130859375
2001-01-17,122.53691101074219
2001-01-18,124.9974594116211
2001-01-19,123.357177734375
2001-01-22,120.07632446289062
2001-01-23,122.53691101074219
2001-01-24,121.55265045166016
2001-01-25,120.56841278076172
2001-01-26,117.1236801147461
2001-01-29,116.48056030273438
2001-01-30,121.38864135742188
2001-01-31,120.67996215820312
2001-02-01,121.33614349365234
2001-02-02,121.46737670898438
2001-02-05,125.58805847167969
2001-02-06,124.93189239501953
2001-02-07,123.2259292602539
2001-02-08,123.72457885742188
2001-02-09,119.84011840820312
2001-02-12,124.69568634033203
2001-02-13,123.77701568603516
2001-02-14,121.41482543945312
2001-02-15,125.92926788330078
2001-02-16,123.357177734375
2001-02-20,125.16807556152344
2001-02-21,124.14446258544922
2001-02-22,123.61959838867188
2001-02-23,121.20491027832031
2001-02-26,125.92926788330078
2001-02-27,125.9817123413086
2001-02-28,122.04473114013672
2001-03-01,120.49623107910156
2001-03-02,116.97925567626953
2001-03-05,118.74406433105469
2001-03-06,119.63967895507812
2001-03-07,121.11473083496094
2001-03-08,120.82499694824219
2001-03-09,115.39887237548828
2001-03-12,104.3093490600586
2001-03-13,111.50039672851562
2001-03-14,108.07615661621094
2001-03-15,108.20779418945312
2001-03-16,106.94342803955078
2001-03-19,108.26045989990234
2001-03-20,105.49472045898438
2001-03-21,102.72893524169922
2001-03-22,99.30465698242188
2001-03-23,105.33665466308594
2001-03-26,105.96881103515625
2001-03-27,110.39408111572266
2001-03-28,109.44587707519531
2001-03-29,109.05073547363281
2001-03-30,110.26240539550781
2001-04-02,110.10433959960938
2001-04-03,104.5201187133789
2001-04-04,104.3093490600586
2001-04-05,110.89456939697266
2001-04-06,108.44486999511719
2001-04-09,110.63111877441406
2001-04-10,115.45152282714844
2001-04-11,113.9764175415039
2001-04-12,117.74315643310547
2001-04-16,117.61141967773438
2001-04-17,119.74505615234375
2001-04-18,126.14583587646484
2001-04-19,127.77898406982422
2001-04-20,126.6990737915039
2001-04-23,124.32838439941406
2001-04-24,121.1410903930664
2001-04-25,125.93513488769531
2001-04-26,129.8599090576172
2001-04-27,131.57208251953125
2001-04-30,127.83164978027344
2001-05-01,128.8326416015625
2001-05-02,129.33309936523438
2001-05-03,127.752685546875
2001-05-04,131.5193634033203
2001-05-07,131.59844970703125
2001-05-08,130.3340301513672
2001-05-09,130.2022705078125
2001-05-10,131.2559814453125
2001-05-11,129.09605407714844
2001-05-14,130.99256896972656
2001-05-15,132.09889221191406
2001-05-16,137.5250244140625
2001-05-17,137.26161193847656
2001-05-18,139.57957458496094
2001-05-21,140.65960693359375
2001-05-22,138.76312255859375
2001-05-23,135.2596893310547
2001-05-24,135.39146423339844
2001-05-25,131.57208251953125
2001-05-29,130.83450317382812
2001-05-30,129.122314453125
2001-05-31,129.0697021484375
2001-06-01,129.0697021484375
2001-06-04,130.2550506591797
2001-06-05,129.54383850097656
2001-06-06,128.41116333007812
2001-06-07,128.8326416015625
2001-06-08,126.80438232421875
2001-06-11,124.85518646240234
2001-06-12,128.4638214111328
2001-06-13,126.0405044555664
2001-06-14,128.70094299316406
2001-06-15,128.56922912597656
2001-06-18,129.0697021484375
2001-06-19,128.727294921875
2001-06-20,133.7320098876953
2001-06-21,134.99635314941406
2001-06-22,136.6031036376953
2001-06-25,132.36224365234375
2001-06-26,128.5165557861328
2001-06-27,127.12044525146484
2001-06-28,128.727294921875
2001-06-29,129.0697021484375
2001-07-02,132.2305145263672
2001-07-03,130.4130401611328
2001-07-05,128.08753967285156
2001-07-06,123.91222381591797
2001-07-09,123.80651092529297
2001-07-10,120.92606353759766
2001-07-11,117.88703918457031
2001-07-12,124.202880859375
2001-07-13,125.39205932617188
2001-07-16,122.14168548583984
2001-07-17,121.85095977783203
2001-07-18,121.95674133300781
